id,ad_ry_mean,md_ry_mean,bt_ry_mean
6191,92,106,106
6192,79,103,97
6193,64,65,78
6194,84,119,114
6195,102,120,105
6196,153,164,216
6197,164,174,233
6198,93,118,118
6199,78,72,106
6200,98,71,112
6201,46,34,45
6202,26,41,27
6203,59,47,69
6204,43,34,49
6205,71,66,77
6206,26,27,25
6207,319,275,307
6208,91,84,86
6209,2,2,2
6210,185,261,220
6211,113,108,132
6212,80,105,100
6213,112,119,106
6214,124,133,117
6215,62,61,70
6216,50,45,55
6217,145,136,135
6218,93,110,118
6219,118,117,148
6220,100,106,111
6221,103,81,125
6222,210,173,250
6223,47,36,49
6224,60,71,60
6225,114,90,106
6226,113,92,120
6227,18,17,18
6228,125,98,97
6229,121,80,103
6230,117,91,100
6231,87,52,75
6232,314,440,430
6233,135,139,178
6234,227,258,311
6235,107,98,110
6236,292,317,337
6237,101,86,98
6238,228,219,271
6239,218,188,222
6240,225,252,285
6241,174,166,219
6242,189,159,226
6243,89,69,100
6244,137,84,156
6245,94,62,66
6246,162,177,151
6247,67,53,60
6248,107,64,89
6249,44,37,44
6250,23,22,27
6251,78,70,70
6252,78,75,66
6253,22,24,21
6254,208,315,259
6255,62,67,64
6256,133,181,157
6257,129,135,132
6258,59,91,65
6259,64,60,61
6260,75,103,87
6261,67,74,59
6262,207,263,236
6263,108,125,135
6264,45,50,51
6265,40,38,48
6266,89,68,91
6267,32,25,31
6268,54,73,48
6269,65,52,61
6270,92,76,94
6271,48,46,44
6272,27,27,31
6273,41,43,37
6274,38,41,37
6275,5,3,6
6276,41,71,53
6277,52,61,54
6278,43,54,50
6279,30,38,33
6280,52,80,56
6281,22,26,24
6282,39,46,47
6283,58,69,58
6284,36,51,41
6285,31,39,43
6286,48,56,54
6287,30,35,35
6288,54,53,60
6289,30,30,35
6290,29,38,27
6291,22,24,25
6292,23,24,24
6293,16,19,18
6294,41,34,42
6295,123,103,111
6296,215,200,195
6297,16,12,13
6298,155,260,207
6299,121,118,143
6300,689,894,855
6301,369,395,393
6302,90,122,107
6303,79,76,75
6304,166,186,184
6305,78,87,73
6306,546,678,711
6307,308,326,388
6308,58,56,63
6309,87,70,82
6310,57,48,57
6311,67,50,65
6312,123,158,144
6313,37,27,33
6314,91,65,83
6315,98,92,96
6316,320,324,336
6317,88,72,88
6318,86,78,87
6319,41,30,39
6320,220,305,279
6321,130,174,184
6322,212,247,266
6323,76,69,83
6324,180,183,189
6325,106,86,105
6326,616,490,675
6327,190,192,208
6328,139,161,176
6329,228,216,267
6330,302,292,395
6331,145,111,175
6332,161,119,193
6333,68,47,51
6334,49,47,47
6335,64,49,54
6336,72,47,74
6337,13,13,14
6338,294,284,258
6339,225,198,192
6340,245,210,222
6341,122,100,100
6342,437,433,424
6343,207,182,193
6344,461,406,487
6345,321,272,279
6346,461,542,530
6347,241,185,177
6348,295,276,324
6349,268,254,230
6350,527,469,561
6351,347,308,354
6352,277,216,289
6353,244,168,210
6354,289,202,313
6355,165,99,131
6356,388,394,378
6357,135,84,91
6358,181,114,145
6359,109,114,94
6360,108,72,72
6361,221,155,173
6362,322,248,257
6363,79,39,54
6364,430,428,373
6365,242,177,187
6366,867,720,836
6367,545,391,424
6368,1424,1516,1394
6369,334,239,279
6370,387,289,356
6371,200,161,159
6372,613,466,580
6373,248,206,234
6374,517,351,431
6375,133,92,117
6376,252,129,217
6377,307,181,275
6378,1003,834,771
6379,123,65,111
6380,150,74,117
6381,543,475,485
6382,55,42,59
6383,94,96,78
6384,55,49,44
6385,5,3,5
6386,109,156,126
6387,62,60,50
6388,76,79,87
6389,88,97,86
6390,80,134,101
6391,25,26,20
6392,96,105,96
6393,95,112,92
6394,143,158,154
6395,76,82,87
6396,104,94,93
6397,29,28,29
6398,59,40,53
6399,36,26,28
6400,65,70,44
6401,66,46,55
6402,48,35,41
6403,26,26,22
6404,642,536,546
6405,134,106,115
6406,226,206,204
6407,303,252,265
6408,352,366,340
6409,358,319,371
6410,604,567,665
6411,327,300,282
6412,313,333,347
6413,89,74,79
6414,580,505,573
6415,360,314,337
6416,441,388,446
6417,279,277,341
6418,479,304,427
6419,141,100,133
6420,351,183,344
6421,223,125,158
6422,197,192,172
6423,140,79,119
6424,167,111,154
6425,80,68,68
6426,502,437,486
6427,131,119,145
6428,159,144,159
6429,53,47,53
6430,451,603,598
6431,522,526,606
6432,893,789,1133
6433,271,239,268
6434,331,386,422
6435,187,154,208
6436,868,718,1111
6437,507,535,530
6438,418,395,522
6439,455,390,562
6440,754,557,949
6441,288,210,303
6442,458,270,531
6443,212,121,186
6444,184,177,193
6445,85,58,82
6446,140,88,153
6447,93,74,86
6448,9,7,12
6449,29,33,26
6450,75,89,75
6451,21,26,26
6452,83,140,106
6453,48,48,49
6454,120,139,146
6455,179,193,193
6456,33,52,42
6457,19,24,25
6458,32,42,39
6459,36,47,36
6460,341,343,376
6461,63,81,80
6462,36,33,37
6463,21,23,25
6464,44,32,42
6465,30,24,27
6466,65,90,64
6467,21,21,24
6468,31,29,31
6469,23,33,30
6470,59,37,46
6471,77,61,63
6472,116,90,85
6473,35,17,22
6474,113,136,115
6475,65,45,50
6476,260,242,269
6477,196,167,155
6478,570,613,625
6479,119,96,111
6480,62,62,68
6481,77,74,71
6482,442,394,439
6483,154,148,163
6484,65,53,63
6485,85,61,75
6486,164,86,139
6487,85,44,68
6488,62,60,49
6489,58,35,45
6490,66,44,58
6491,38,30,34
6492,192,145,133
6493,199,161,168
6494,224,144,162
6495,106,52,77
6496,342,397,386
6497,197,170,176
6498,269,214,260
6499,208,174,154
6500,169,207,226
6501,111,89,98
6502,183,192,198
6503,197,190,183
6504,232,205,251
6505,135,122,153
6506,268,208,261
6507,89,64,90
6508,246,137,243
6509,101,57,83
6510,221,199,161
6511,119,69,104
6512,103,67,81
6513,105,97,108
6514,127,120,141
6515,317,282,342
6516,92,70,88
6517,46,31,48
6518,245,288,308
6519,188,160,221
6520,359,409,487
6521,253,222,267
6522,347,447,556
6523,362,307,477
6524,256,252,323
6525,169,166,198
6526,280,260,353
6527,269,256,376
6528,286,253,400
6529,136,105,170
6530,332,198,369
6531,147,82,153
6532,239,233,242
6533,102,68,110
6534,160,105,173
6535,266,245,344
6536,177,193,162
6537,156,143,148
6538,417,374,389
6539,25,26,25
6540,539,723,648
6541,145,135,162
6542,598,668,740
6543,247,254,236
6544,64,94,77
6545,51,51,52
6546,211,222,224
6547,162,184,170
6548,501,504,557
6549,234,245,268
6550,150,138,164
6551,40,34,45
6552,262,192,273
6553,186,134,174
6554,81,104,79
6555,32,23,32
6556,371,281,346
6557,61,59,66
6558,196,161,188
6559,163,137,150
6560,125,106,119
6561,85,65,83
6562,266,304,261
6563,173,157,199
6564,289,265,320
6565,166,151,167
6566,1592,2048,2043
6567,148,131,149
6568,259,265,301
6569,207,214,218
6570,234,211,316
6571,182,172,211
6572,362,326,422
6573,213,159,232
6574,290,168,303
6575,162,145,179
6576,331,333,346
6577,158,115,140
6578,114,69,113
6579,139,129,139
6580,358,323,349
6581,273,245,269
6582,178,162,155
6583,139,105,108
6584,434,549,540
6585,194,214,203
6586,468,465,575
6587,231,185,223
6588,809,1051,1190
6589,207,184,211
6590,363,287,393
6591,270,275,297
6592,379,323,452
6593,194,165,211
6594,412,324,593
6595,264,181,339
6596,337,226,417
6597,147,122,140
6598,435,443,459
6599,118,94,109
6600,173,112,157
6601,174,154,153
6602,287,228,226
6603,59,52,46
6604,121,108,104
6605,341,276,276
6606,149,174,128
6607,138,126,112
6608,293,268,260
6609,259,229,220
6610,434,477,440
6611,55,42,46
6612,222,209,214
6613,101,92,92
6614,350,292,321
6615,198,173,180
6616,365,262,292
6617,133,100,98
6618,87,52,67
6619,100,60,66
6620,319,322,262
6621,33,23,26
6622,100,69,80
6623,214,180,195
6624,169,155,170
6625,161,133,158
6626,142,138,148
6627,135,119,136
6628,190,259,219
6629,191,172,215
6630,459,488,551
6631,247,225,220
6632,1083,1264,1368
6633,156,122,160
6634,323,312,400
6635,208,206,203
6636,505,469,544
6637,215,195,241
6638,506,463,638
6639,199,132,199
6640,237,136,263
6641,235,166,268
6642,263,261,272
6643,78,55,76
6644,113,71,114
6645,107,89,98
6646,96,97,88
6647,69,74,61
6648,139,133,115
6649,68,64,64
6650,169,270,197
6651,283,307,321
6652,355,412,408
6653,179,197,173
6654,288,415,342
6655,21,23,20
6656,172,204,196
6657,53,71,60
6658,308,328,367
6659,246,299,296
6660,201,200,193
6661,52,44,55
6662,135,85,131
6663,34,29,31
6664,84,102,74
6665,23,24,27
6666,59,47,54
6667,111,114,110
6668,50,57,66
6669,63,67,68
6670,117,134,134
6671,3,2,6
6672,119,199,165
6673,162,201,215
6674,248,276,282
6675,101,110,117
6676,119,157,176
6677,56,59,73
6678,69,92,95
6679,78,107,95
6680,194,179,258
6681,114,120,156
6682,130,133,149
6683,52,49,64
6684,134,95,149
6685,54,39,52
6686,45,61,41
6687,46,36,57
6688,41,28,43
6689,87,83,90
6690,49,49,47
6691,297,288,299
6692,144,133,144
6693,3,2,4
6694,309,396,327
6695,131,105,129
6696,135,145,166
6697,182,184,181
6698,206,269,243
6699,70,71,80
6700,56,55,59
6701,181,196,179
6702,153,147,185
6703,120,121,143
6704,141,114,146
6705,102,77,126
6706,312,213,378
6707,71,49,64
6708,101,116,95
6709,148,100,136
6710,122,90,121
6711,24,26,24
6712,185,144,155
6713,129,92,121
6714,149,122,130
6715,131,75,119
6716,384,446,488
6717,193,165,224
6718,336,329,388
6719,216,156,193
6720,655,717,875
6721,120,104,119
6722,233,230,270
6723,265,237,275
6724,301,287,367
6725,150,150,191
6726,293,219,339
6727,101,80,107
6728,201,107,217
6729,139,80,124
6730,302,283,285
6731,89,49,83
6732,130,78,127
6733,69,66,70
6734,41,41,46
6735,82,79,77
6736,115,102,98
6737,41,38,36
6738,200,311,245
6739,80,75,74
6740,193,201,217
6741,152,157,145
6742,98,164,129
6743,67,66,69
6744,70,83,77
6745,84,95,77
6746,221,218,278
6747,73,81,95
6748,72,66,78
6749,44,39,57
6750,112,71,121
6751,47,30,42
6752,82,101,76
6753,49,35,47
6754,95,66,93
6755,54,46,52
6756,49,49,59
6757,44,56,45
6758,53,65,56
6759,7,5,11
6760,55,94,74
6761,63,72,68
6762,68,77,85
6763,48,60,54
6764,80,136,108
6765,28,35,33
6766,37,56,49
6767,73,106,89
6768,61,76,76
6769,30,43,45
6770,82,86,94
6771,43,53,56
6772,83,66,94
6773,47,46,47
6774,48,64,46
6775,26,29,33
6776,34,33,38
6777,23,27,24
6778,53,48,58
6779,75,69,79
6780,301,268,271
6781,23,18,21
6782,175,257,226
6783,135,118,159
6784,863,843,981
6785,541,472,525
6786,184,216,226
6787,107,98,99
6788,130,144,153
6789,90,111,102
6790,714,704,908
6791,262,270,333
6792,60,56,69
6793,58,50,66
6794,68,51,78
6795,93,60,84
6796,209,226,228
6797,29,22,29
6798,86,59,84
6799,133,125,139
6800,636,536,596
6801,122,103,122
6802,138,124,134
6803,68,53,67
6804,385,503,460
6805,238,239,236
6806,347,353,397
6807,156,145,159
6808,285,314,348
6809,132,111,135
6810,701,589,769
6811,267,264,281
6812,243,226,281
6813,239,243,277
6814,462,363,528
6815,183,140,193
6816,281,160,315
6817,108,67,85
6818,79,76,80
6819,86,62,74
6820,107,67,107
6821,22,21,24
6822,145,135,110
6823,214,199,163
6824,209,160,160
6825,99,99,73
6826,202,199,245
6827,174,143,155
6828,458,535,470
6829,166,140,126
6830,251,235,247
6831,263,231,217
6832,373,447,379
6833,163,116,122
6834,326,302,325
6835,474,349,448
6836,116,98,95
6837,359,235,339
6838,145,106,142
6839,192,218,153
6840,240,200,220
6841,125,64,75
6842,130,106,97
6843,200,178,137
6844,69,36,38
6845,230,169,153
6846,277,194,198
6847,92,62,55
6848,308,247,295
6849,208,144,161
6850,746,764,689
6851,352,290,286
6852,804,683,838
6853,424,275,317
6854,413,406,384
6855,212,145,147
6856,383,355,388
6857,490,330,422
6858,203,152,196
6859,235,129,208
6860,243,130,202
6861,362,332,297
6862,562,404,481
6863,105,48,77
6864,140,99,123
6865,465,442,405
6866,31,25,24
6867,110,119,93
6868,31,37,27
6869,5,4,5
6870,79,100,83
6871,58,56,53
6872,66,113,84
6873,50,51,43
6874,112,128,130
6875,41,40,37
6876,131,214,152
6877,76,76,66
6878,129,141,136
6879,88,77,88
6880,76,84,92
6881,42,31,34
6882,34,27,29
6883,48,70,35
6884,42,36,39
6885,77,50,53
6886,45,40,40
6887,64,66,53
6888,328,297,273
6889,102,99,84
6890,179,145,145
6891,268,250,205
6892,197,188,205
6893,326,301,341
6894,674,876,739
6895,189,164,165
6896,185,185,225
6897,161,124,131
6898,702,862,750
6899,244,203,212
6900,234,216,251
6901,350,258,361
6902,213,166,234
6903,228,137,203
6904,190,167,202
6905,199,210,173
6906,181,146,156
6907,112,63,82
6908,122,100,112
6909,86,102,78
6910,340,297,302
6911,115,98,110
6912,121,104,117
6913,44,41,39
6914,376,388,432
6915,608,554,764
6916,855,999,1121
6917,144,126,146
6918,277,266,371
6919,167,135,172
6920,974,1127,1383
6921,379,303,370
6922,302,300,402
6923,603,475,766
6924,459,405,602
6925,313,185,366
6926,189,148,211
6927,272,273,271
6928,144,114,148
6929,76,39,66
6930,139,126,143
6931,128,118,120
6932,3,3,3
6933,27,34,25
6934,73,84,81
6935,24,31,25
6936,62,77,74
6937,38,44,39
6938,136,226,164
6939,144,172,165
6940,19,28,24
6941,23,24,22
6942,46,80,62
6943,35,37,32
6944,347,394,424
6945,118,116,127
6946,19,22,24
6947,29,25,33
6948,27,28,34
6949,30,46,30
6950,42,49,51
6951,23,15,16
6952,44,54,49
6953,52,50,47
6954,19,12,15
6955,53,53,45
6956,112,79,84
6957,34,26,24
6958,82,66,72
6959,35,28,28
6960,287,365,307
6961,126,107,108
6962,353,348,443
6963,164,124,124
6964,71,96,72
6965,56,45,44
6966,315,304,334
6967,271,232,284
6968,32,25,29
6969,108,58,86
6970,114,71,109
6971,62,72,53
6972,38,32,35
6973,37,21,27
6974,89,65,75
6975,50,46,41
6976,77,62,54
6977,201,175,157
6978,156,106,124
6979,113,93,85
6980,216,194,245
6981,216,177,212
6982,229,282,243
6983,87,84,68
6984,148,137,164
6985,138,110,107
6986,323,430,359
6987,168,130,141
6988,180,192,219
6989,350,290,341
6990,153,109,159
6991,155,93,140
6992,137,83,140
6993,146,170,119
6994,100,79,97
6995,137,75,96
6996,93,82,81
6997,159,197,172
6998,67,59,72
6999,271,235,272
7000,67,58,70
7001,48,44,41
7002,195,221,250
7003,213,191,232
7004,475,622,627
7005,176,163,192
7006,325,347,476
7007,397,292,428
7008,324,427,459
7009,192,151,202
7010,233,205,259
7011,477,404,628
7012,189,180,254
7013,193,131,222
7014,159,133,241
7015,169,181,177
7016,204,165,227
7017,88,49,74
7018,181,168,193
7019,318,305,338
7020,141,138,118
7021,127,125,116
7022,267,264,269
7023,14,13,13
7024,327,366,350
7025,134,130,138
7026,551,764,642
7027,119,125,119
7028,46,56,56
7029,62,63,68
7030,254,377,316
7031,140,128,133
7032,293,338,356
7033,275,267,309
7034,76,76,90
7035,47,37,52
7036,158,116,147
7037,168,218,162
7038,48,47,51
7039,29,20,22
7040,267,289,265
7041,62,85,60
7042,114,88,100
7043,185,166,164
7044,82,77,77
7045,105,102,103
7046,147,148,200
7047,161,142,178
7048,228,297,294
7049,98,103,99
7050,972,983,1284
7051,183,156,161
7052,311,423,387
7053,141,125,140
7054,144,164,188
7055,216,201,249
7056,282,269,372
7057,233,160,280
7058,156,133,185
7059,204,259,230
7060,171,146,177
7061,145,86,137
7062,74,64,77
7063,187,195,191
7064,127,101,110
7065,219,190,198
7066,115,79,95
7067,117,122,112
7068,227,254,266
7069,268,280,306
7070,281,363,378
7071,113,94,110
7072,419,416,640
7073,228,187,223
7074,318,422,530
7075,201,161,217
7076,175,163,188
7077,290,224,386
7078,199,171,295
7079,283,180,403
7080,79,89,118
7081,327,377,320
7082,249,193,242
7083,126,70,100
7084,141,127,143
7085,363,267,272
7086,138,115,94
7087,38,33,30
7088,114,82,84
7089,289,263,231
7090,84,92,83
7091,139,122,110
7092,238,289,214
7093,159,128,137
7094,278,267,293
7095,62,52,54
7096,229,304,222
7097,88,63,63
7098,220,217,192
7099,314,254,264
7100,180,147,168
7101,152,100,118
7102,29,23,23
7103,126,152,95
7104,152,143,130
7105,33,19,20
7106,87,68,71
7107,151,199,176
7108,109,94,109
7109,122,123,120
7110,107,113,108
7111,173,177,160
7112,166,160,198
7113,141,136,166
7114,611,704,675
7115,126,121,124
7116,910,867,1347
7117,156,141,167
7118,442,593,582
7119,126,113,135
7120,485,485,569
7121,250,247,310
7122,316,294,432
7123,230,164,268
7124,171,118,198
7125,314,372,322
7126,195,157,227
7127,69,39,64
7128,94,86,102
7129,165,157,158
7130,56,64,51
7131,83,93,72
7132,104,109,110
7133,54,65,51
7134,113,126,136
7135,287,329,283
7136,322,451,361
7137,117,140,117
7138,193,258,247
7139,28,29,27
7140,225,376,277
7141,44,45,40
7142,212,283,272
7143,264,282,293
7144,113,121,133
7145,70,51,66
7146,79,62,79
7147,40,58,34
7148,49,48,53
7149,24,18,19
7150,53,51,49
7151,118,147,108
7152,36,38,39
7153,79,84,84
7154,108,116,124
7155,3,3,6
7156,102,149,149
7157,246,309,306
7158,274,442,346
7159,88,96,100
7160,109,123,153
7161,93,81,99
7162,115,222,166
7163,101,90,99
7164,190,209,233
7165,221,197,276
7166,63,77,88
7167,97,75,103
7168,87,62,110
7169,77,115,76
7170,34,30,37
7171,52,32,41
7172,55,51,60
7173,154,205,177
7174,13,12,13
7175,359,320,325
7176,93,82,87
7177,270,356,280
7178,108,111,133
7179,114,134,131
7180,151,171,144
7181,160,207,183
7182,93,70,87
7183,52,51,60
7184,171,197,172
7185,144,137,172
7186,183,179,215
7187,130,126,142
7188,122,81,133
7189,365,282,473
7190,47,34,52
7191,84,113,85
7192,175,130,157
7193,123,92,125
7194,23,22,21
7195,157,136,137
7196,97,78,81
7197,104,96,87
7198,79,60,74
7199,418,532,526
7200,171,154,206
7201,462,531,596
7202,196,160,181
7203,643,804,945
7204,114,90,104
7205,376,352,508
7206,273,241,267
7207,350,372,479
7208,252,261,380
7209,360,297,434
7210,103,75,123
7211,173,114,194
7212,134,94,140
7213,352,366,335
7214,95,62,97
7215,105,60,104
7216,60,51,61
7217,26,36,29
7218,19,16,20
7219,75,99,76
7220,99,100,97
7221,178,277,223
7222,48,55,51
7223,183,237,219
7224,152,172,155
7225,87,149,127
7226,57,52,54
7227,84,109,108
7228,60,74,59
7229,222,278,306
7230,90,110,117
7231,56,66,65
7232,39,34,44
7233,105,84,116
7234,45,36,42
7235,58,90,61
7236,47,34,47
7237,104,83,100
7238,50,47,55
7239,38,49,47
7240,42,56,45
7241,44,54,44
7242,5,3,7
7243,81,142,107
7244,69,77,83
7245,52,74,71
7246,42,55,50
7247,71,121,87
7248,31,37,35
7249,54,69,68
7250,80,110,86
7251,47,62,65
7252,39,50,65
7253,73,82,88
7254,41,43,46
7255,84,78,94
7256,46,47,51
7257,41,58,39
7258,29,28,32
7259,25,26,25
7260,22,22,21
7261,35,33,39
7262,77,68,66
7263,242,241,232
7264,16,14,15
7265,150,235,192
7266,118,116,156
7267,829,922,984
7268,539,567,565
7269,135,165,165
7270,74,66,68
7271,180,197,218
7272,114,130,117
7273,698,751,948
7274,300,317,384
7275,74,77,90
7276,65,47,61
7277,62,53,71
7278,60,44,59
7279,178,225,202
7280,33,24,34
7281,100,80,100
7282,119,113,123
7283,470,421,417
7284,77,70,76
7285,104,99,102
7286,76,59,65
7287,293,331,339
7288,259,286,292
7289,286,311,337
7290,112,103,105
7291,230,265,305
7292,104,74,93
7293,643,521,724
7294,214,217,213
7295,169,178,207
7296,250,245,291
7297,386,370,482
7298,151,114,165
7299,189,135,220
7300,67,46,54
7301,81,81,78
7302,76,56,76
7303,87,58,82
7304,24,21,25
